,"Alkollü içecekler, tütün ve altın",Dayanıklı mallar (Altın hariç),Diğer Hizmetler,Diğer işlenmemiş gıda,Diğer işlenmiş gıda,Diğer temel mallar,Ekmek ve diğer tahıllar,Enerji,Giyim ve ayakkabı,Haberleşme Hizmetleri,Kira,Lokanta ve oteller,Taze meyve ve sebze,Ulaştırma Hizmetleri
2025-01-31,0.04625419538905622,0.07160833454944374,0.8036800024169147,0.1516907208433557,0.14685332350115435,0.04061705322721863,0.06958220622308885,0.5921003535812599,0.0062252357259850325,8.881784285819094e-16,0.1268737230351765,0.10592339267458804,0.15451835458327332,0.11885220420807671
2025-02-28,0.03880203146593353,0.2552249225108625,-0.0503095222476056,0.23524217810821038,0.5376880093874508,0.5337754244233238,0.3795870438227479,0.5537097372478225,0.35003315084517816,-0.03608341437936023,0.32167385066687304,0.30856412666465094,-0.19279453534409938,0.05276441910980384
2025-03-31,0.4046924782722721,0.17890668723295447,0.3102965742012928,0.3318798272651176,0.19894229559897675,0.2933235126315681,0.056285600930739595,0.008282506767036011,0.517664808554018,-0.0574372587953138,0.28153937615339414,0.09326641168051414,0.8487983682336725,-0.016738410879565204
2025-04-30,0.057311583788759266,0.3791937125518115,0.03110581197059232,0.3613231527132379,0.16012577246394724,0.07424072469356299,0.08561666386375641,0.4893235435006533,0.0911294933908632,-0.0841134588581791,0.33168192773301813,0.35659166507514467,-0.0968232303813421,0.10038796781137911
2025-05-31,0.030621408622063178,0.38338916219266045,0.0028613629456952176,0.025224046488601926,0.14569598677111634,0.13790794864697772,0.03295689863088922,0.24676064481488919,-0.0020424470050250196,0.00012324274358736852,0.28271723379666536,0.4037525788869442,-0.31477575152585685,0.013724123193260636
2025-06-30,0.011730985500635541,0.12753428644687426,0.07057187159864692,0.10145631586669684,0.014065117385180816,0.035616650388917065,0.0869228304035279,0.25107729360967135,0.03836333633001616,0.0008438649274314234,0.36835665993461464,0.32860450253045725,-0.26139842365268395,0.12356012760068975
2025-07-31,0.21026008877857938,0.25623170616375207,0.12759897482047977,0.00342517383782442,0.10819078446760683,0.05940181843688338,0.16474604211101299,0.7107739547626117,0.04760164294006373,0.003798924628598813,0.4365556112788171,0.21782880735137342,-0.08412660500609254,0.055095174765395126
2025-08-31,0.2711503614698457,0.44216270646986006,0.0493576712438208,0.06244222135632049,0.27409144268453206,0.08470100218076662,0.12124340307083721,0.10093626843678957,-0.29118156437834514,0.04711904798432884,0.29906779867201244,0.3659004564216884,0.1181947341665328,-0.004648466908046491
2025-09-30,0.05187160206251269,0.18521946917497095,0.7160512813322295,0.29677005516460925,0.30406000304452396,0.06515874605055802,0.14342275598448043,0.1415389157668686,0.09843110799959486,0.0437442954650287,0.4156344491506504,0.13756545179372057,0.031703662341387995,-0.01909420733719805
2025-10-31,0.16099321248207007,0.25894328925119686,0.11057383534685905,0.19531861642844298,0.40178239838491414,0.08661958580228875,0.2705159255409037,0.11547283347962342,0.8765390276837574,-0.0012077604957204074,0.27809759087841224,0.07817166768625655,0.2754853264202701,-0.017834438918659688
2025-11-30,0.1461014150718435,0.021384810172944326,0.01929609026878079,-0.021839159242171273,0.2328408232637597,-0.022092515005600576,0.11396879253291403,0.20605818578928267,-0.07844251006987495,0.04671364844405202,0.2863101469708689,0.047806749854071594,0.08567333451069169,0.052271102628181944
2025-12-31,0.012229568266152104,0.12317758404288733,0.012891298746912111,0.46578548556310706,0.1428835310065474,0.15728901283020186,0.050309846867395674,-0.025541296618362876,0.043634153550096325,0.08880793710746036,0.20112189203071104,0.08848640330087297,-0.2247575549646623,-0.10772338005780895
2026-01-31,0.08654485024562064,0.3575164805196159,0.7458372537521154,0.3370734638145303,0.30629410340622437,0.2712060402634928,0.17107611378960216,0.038981169838096234,0.18447519992585976,0.07118993681204018,0.5145239363139634,0.5480897656953622,0.8924839239559832,0.5693817097008465
2026-02-28,0.056910714867243875,0.2002561784174896,0.2976285842837371,0.23759147876005648,0.3083186158741437,0.08965270847941047,0.2412146415163685,0.2994943093339737,-0.4880685147734142,0.06984719366970912,0.22864436292425594,0.2227090238676511,1.0503169541843869,0.25953950378650414
